,,,,,X,absX,xdiff,Y,absY,ydiff,Z,absZ,zdiff,adiff,,,
10-14-49 000,0,0,0,0,-0.713669,0.713669,0.301925,0.453461,0.453461,0.032348,-0.00119,0.00119,0.038346,0.306064559,0.12436,-0.732419,0.684479
10-14-49 049,0,0,0,0,-0.713669,0.713669,0,0.453461,0.453461,0,-0.00119,0.00119,0,0,0.12436,-0.732419,0.684479
10-14-49 097,0,0,0,0,-0.713669,0.713669,0,0.453461,0.453461,0,-0.00119,0.00119,0,0,0.822335,-0.609771,-0.176926
10-14-49 253,0,0,0,0,-0.892075,0.892075,0.178406,0.418381,0.418381,0.03508,-0.086044,0.086044,0.084854,0.200647723,0.822335,-0.609771,-0.176926
10-14-49 258,0,0,0,0,-0.892075,0.892075,0,0.418381,0.418381,0,-0.086044,0.086044,0,0,0.822335,-0.609771,-0.176926
10-14-49 261,0,0.12,0.28,0,-0.892075,0.892075,0,0.418381,0.418381,0,-0.086044,0.086044,0,0,0.822335,-0.609771,-0.176926
10-14-49 312,0.08,0,0,0,-0.892075,0.892075,0,0.418381,0.418381,0,-0.086044,0.086044,0,0,0.707456,0.543692,-0.201101
10-14-49 361,0,0,0,0,-0.892075,0.892075,0,0.418381,0.418381,0,-0.086044,0.086044,0,0,0.707456,0.543692,-0.201101
10-14-49 410,0,0,0,0,-0.847733,0.847733,0.044342,0.459259,0.459259,0.040878,-0.133789,0.133789,0.047745,0.076920796,0.707456,0.543692,-0.201101
10-14-49 458,0,0,0,0,-0.847733,0.847733,0,0.459259,0.459259,0,-0.133789,0.133789,0,0,0.707456,0.543692,-0.201101
10-14-49 517,0,0,0,0,-0.847733,0.847733,0,0.459259,0.459259,0,-0.133789,0.133789,0,0,0.157467,0.662961,0.023711
10-14-49 566,0,0,0,0,-0.847733,0.847733,0,0.459259,0.459259,0,-0.133789,0.133789,0,0,0.157467,0.662961,0.023711
10-14-49 614,0,0,0,0,-0.973007,0.973007,0.125274,0.468079,0.468079,0.00882,-0.189484,0.189484,0.055695,0.137380131,0.157467,0.662961,0.023711
10-14-49 663,0,0,0,0,-0.973007,0.973007,0,0.468079,0.468079,0,-0.189484,0.189484,0,0,0.157467,0.662961,0.023711
10-14-49 723,0,0,0,0,-0.973007,0.973007,0,0.468079,0.468079,0,-0.189484,0.189484,0,0,-0.227868,-0.022657,0.19571
10-14-49 771,0,0,0,0.08,-0.973007,0.973007,0,0.468079,0.468079,0,-0.189484,0.189484,0,0,-0.227868,-0.022657,0.19571
10-14-49 821,0,0,0,0.36,-0.988724,0.988724,0.015717,0.409546,0.409546,0.058533,0.295212,0.295212,0.484696,0.488470417,-0.227868,-0.022657,0.19571
10-14-49 880,0,0,0.08,0.96,-0.988724,0.988724,0,0.409546,0.409546,0,0.295212,0.295212,0,0,-0.227868,-0.022657,0.19571
10-14-49 928,0,0,0.08,1.12,-0.988724,0.988724,0,0.409546,0.409546,0,0.295212,0.295212,0,0,-2.175811,-0.96004,-0.740746
10-14-49 976,0,0,0,0.92,-0.988724,0.988724,0,0.409546,0.409546,0,0.295212,0.295212,0,0,-2.175811,-0.96004,-0.740746
10-14-50 024,0,0,0,0.4,-0.77652,0.77652,0.212204,0.436371,0.436371,0.026825,-0.073746,0.073746,0.368958,0.42647406,-2.175811,-0.96004,-0.740746
10-14-50 086,0,0.04,0,0.16,-0.77652,0.77652,0,0.436371,0.436371,0,-0.073746,0.073746,0,0,-2.175811,-0.96004,-0.740746
10-14-50 133,0,0.16,0,0.04,-0.77652,0.77652,0,0.436371,0.436371,0,-0.073746,0.073746,0,0,0.473021,-0.348736,-0.128324
10-14-50 181,0,0.2,0,0,-0.77652,0.77652,0,0.436371,0.436371,0,-0.073746,0.073746,0,0,0.473021,-0.348736,-0.128324
10-14-50 230,0,0.2,0,0,-0.845398,0.845398,0.068878,0.468704,0.468704,0.032333,0.119049,0.119049,0.192795,0.20726677,0.473021,-0.348736,-0.128324
10-14-50 289,0,0.24,0,0,-0.845398,0.845398,0,0.468704,0.468704,0,0.119049,0.119049,0,0,0.700919,0.674465,0.301973
10-14-50 338,0,0.2,0,0,-0.845398,0.845398,0,0.468704,0.468704,0,0.119049,0.119049,0,0,0.700919,0.674465,0.301973
10-14-50 392,0,0.12,0,0,-0.845398,0.845398,0,0.468704,0.468704,0,0.119049,0.119049,0,0,0.700919,0.674465,0.301973
10-14-50 464,0,0,0,0,-1.479904,1.479904,0.634506,0.820984,0.820984,0.35228,0.357101,0.357101,0.238052,0.76378519,0.700919,0.674465,0.301973
10-14-50 496,0,0,0,0,-1.479904,1.479904,0,0.820984,0.820984,0,0.357101,0.357101,0,0,-0.226665,-0.084591,0.298465
10-14-50 547,0,0,0,0,-1.479904,1.479904,0,0.820984,0.820984,0,0.357101,0.357101,0,0,-0.226665,-0.084591,0.298465
10-14-50 598,0,0,0,0,-1.479904,1.479904,0,0.820984,0.820984,0,0.357101,0.357101,0,0,-0.226665,-0.084591,0.298465
10-14-50 651,0,0,0,0,-0.945374,0.945374,0.53453,0.577469,0.577469,0.243515,0.082733,0.082733,0.274368,0.648305233,-0.226665,-0.084591,0.298465
10-14-50 701,0,0,0,0,-0.945374,0.945374,0,0.577469,0.577469,0,0.082733,0.082733,0,0,-0.310939,-0.877487,-0.206239
10-14-50 748,0,0,0,0,-0.945374,0.945374,0,0.577469,0.577469,0,0.082733,0.082733,0,0,-0.310939,-0.877487,-0.206239
10-14-50 801,0,0,0,0,-0.945374,0.945374,0,0.577469,0.577469,0,0.082733,0.082733,0,0,-0.310939,-0.877487,-0.206239
10-14-50 855,0,0,0,0,-0.830566,0.830566,0.114808,0.50415,0.50415,0.073319,-0.251022,0.251022,0.333755,0.360484331,-0.310939,-0.877487,-0.206239
10-14-50 921,0,0,0,0,-0.830566,0.830566,0,0.50415,0.50415,0,-0.251022,0.251022,0,0,0.548753,0.386411,-0.014228
10-14-50 969,0,0,0,0,-0.830566,0.830566,0,0.50415,0.50415,0,-0.251022,0.251022,0,0,0.548753,0.386411,-0.014228
10-14-51 012,0,0,0,0,-0.830566,0.830566,0,0.50415,0.50415,0,-0.251022,0.251022,0,0,0.548753,0.386411,-0.014228
10-14-51 071,0,0,0,0,-0.86525,0.86525,0.034684,0.399384,0.399384,0.104766,-0.25383,0.25383,0.002808,0.110393747,0.548753,0.386411,-0.014228
10-14-51 112,0,0,0,0,-0.86525,0.86525,0,0.399384,0.399384,0,-0.25383,0.25383,0,0,-0.268435,0.278559,0.075059
10-14-51 158,0,0,0,0,-0.86525,0.86525,0,0.399384,0.399384,0,-0.25383,0.25383,0,0,-0.268435,0.278559,0.075059
10-14-51 216,0,0,0,0,-0.86525,0.86525,0,0.399384,0.399384,0,-0.25383,0.25383,0,0,-0.268435,0.278559,0.075059
10-14-51 267,0,0,0,0,-0.977844,0.977844,0.112594,0.339859,0.339859,0.059525,-0.207718,0.207718,0.046112,0.135450917,-0.268435,0.278559,0.075059
10-14-51 315,0,0,0,0.08,-0.977844,0.977844,0,0.339859,0.339859,0,-0.207718,0.207718,0,0,-0.075743,0.064129,0.225354
10-14-51 363,0,0,0,0.08,-0.977844,0.977844,0,0.339859,0.339859,0,-0.207718,0.207718,0,0,-0.075743,0.064129,0.225354
10-14-51 422,0,0,0,0.12,-0.977844,0.977844,0,0.339859,0.339859,0,-0.207718,0.207718,0,0,-0.075743,0.064129,0.225354
10-14-51 471,0,0,0,0.32,-0.977844,0.977844,0,0.339859,0.339859,0,-0.207718,0.207718,0,0,-1.100212,-1.225178,0.251215
10-14-51 520,0,0,0.08,0.48,-0.950104,0.950104,0.02774,0.499863,0.499863,0.160004,0.114166,0.114166,0.321884,0.360527526,-1.100212,-1.225178,0.251215
10-14-51 578,0,0,0.12,0.76,-0.950104,0.950104,0,0.499863,0.499863,0,0.114166,0.114166,0,0,-1.100212,-1.225178,0.251215
10-14-51 627,0,0,0.08,0.64,-0.950104,0.950104,0,0.499863,0.499863,0,0.114166,0.114166,0,0,-1.100212,-1.225178,0.251215
10-14-51 676,0,0,0,0.4,-0.950104,0.950104,0,0.499863,0.499863,0,0.114166,0.114166,0,0,-0.071784,-0.287727,-0.122641
10-14-51 724,0,0.04,0,0.2,-0.825058,0.825058,0.125046,0.342499,0.342499,0.157364,-0.035858,0.035858,0.150024,0.250812941,-0.071784,-0.287727,-0.122641
10-14-51 783,0,0.16,0,0.08,-0.825058,0.825058,0,0.342499,0.342499,0,-0.035858,0.035858,0,0,-0.071784,-0.287727,-0.122641
10-14-51 832,0,0.2,0,0,-0.825058,0.825058,0,0.342499,0.342499,0,-0.035858,0.035858,0,0,-0.071784,-0.287727,-0.122641
10-14-51 891,0,0.4,0,0,-0.825058,0.825058,0,0.342499,0.342499,0,-0.035858,0.035858,0,0,-0.278179,0.466486,-0.21546
10-14-51 939,0,0.52,0,0,-0.863403,0.863403,0.038345,0.461884,0.461884,0.119385,0.095703,0.095703,0.131561,0.181745465,-0.278179,0.466486,-0.21546
10-14-52 020,0,0.6,0,0,-0.863403,0.863403,0,0.461884,0.461884,0,0.095703,0.095703,0,0,-0.278179,0.466486,-0.21546
10-14-52 058,0,0.68,0,0,-0.863403,0.863403,0,0.461884,0.461884,0,0.095703,0.095703,0,0,-0.278179,0.466486,-0.21546
10-14-52 103,0,0.8,0,0,-0.863403,0.863403,0,0.461884,0.461884,0,0.095703,0.095703,0,0,0.309702,0.051339,-0.07361
10-14-52 145,20.52,0.92,0,0,-0.810226,0.810226,0.053177,0.497375,0.497375,0.035491,0.050293,0.050293,0.04541,0.078418572,0.309702,0.051339,-0.07361
10-14-52 193,20.52,0.92,0,0,-0.810226,0.810226,0,0.497375,0.497375,0,0.050293,0.050293,0,0,0.309702,0.051339,-0.07361
10-14-52 242,20.44,1,0,0,-0.810226,0.810226,0,0.497375,0.497375,0,0.050293,0.050293,0,0,0.309702,0.051339,-0.07361
10-14-52 301,2.2,0.84,0,0,-0.810226,0.810226,0,0.497375,0.497375,0,0.050293,0.050293,0,0,0.308697,1.342259,0.081501
10-14-52 351,0,0.4,0,0,-1.192215,1.192215,0.381989,0.425354,0.425354,0.072021,0.382706,0.382706,0.332413,0.511469474,0.308697,1.342259,0.081501
10-14-52 399,0,0.48,0,0,-1.192215,1.192215,0,0.425354,0.425354,0,0.382706,0.382706,0,0,0.308697,1.342259,0.081501
10-14-52 447,0,0,0,0,-1.192215,1.192215,0,0.425354,0.425354,0,0.382706,0.382706,0,0,0.308697,1.342259,0.081501
10-14-52 506,0,0,0,0,-1.192215,1.192215,0,0.425354,0.425354,0,0.382706,0.382706,0,0,-0.765319,0.573343,0.187842
10-14-52 556,0,0,0,0,-0.989304,0.989304,0.202911,0.328033,0.328033,0.097321,-0.164169,0.164169,0.546875,0.591368343,-0.765319,0.573343,0.187842
10-14-52 605,0,0,0,0,-0.989304,0.989304,0,0.328033,0.328033,0,-0.164169,0.164169,0,0,-0.765319,0.573343,0.187842
10-14-52 653,0,0,0,0,-0.989304,0.989304,0,0.328033,0.328033,0,-0.164169,0.164169,0,0,-0.765319,0.573343,0.187842
10-14-52 711,0,0,0,0,-0.989304,0.989304,0,0.328033,0.328033,0,-0.164169,0.164169,0,0,-0.4707,0.62015,-0.419182
10-14-52 760,0,0,0,0,-0.85527,0.85527,0.134034,0.487137,0.487137,0.159104,-0.195435,0.195435,0.031266,0.210372904,-0.4707,0.62015,-0.419182
10-14-52 809,0,0,0,0,-0.85527,0.85527,0,0.487137,0.487137,0,-0.195435,0.195435,0,0,-0.4707,0.62015,-0.419182
10-14-52 867,0,0,0,0,-0.85527,0.85527,0,0.487137,0.487137,0,-0.195435,0.195435,0,0,-0.4707,0.62015,-0.419182
10-14-52 926,0,0,0,0,-0.85527,0.85527,0,0.487137,0.487137,0,-0.195435,0.195435,0,0,0.112226,0.154731,-0.148705
10-14-52 966,0,0,0,0,-0.857239,0.857239,0.001969,0.462631,0.462631,0.024506,-0.16626,0.16626,0.029175,0.038152348,0.112226,0.154731,-0.148705
10-14-53 034,0,0,0,0,-0.857239,0.857239,0,0.462631,0.462631,0,-0.16626,0.16626,0,0,0.112226,0.154731,-0.148705
10-14-53 072,0,0,0,0,-0.857239,0.857239,0,0.462631,0.462631,0,-0.16626,0.16626,0,0,0.112226,0.154731,-0.148705
10-14-53 121,0,0,0,0,-0.857239,0.857239,0,0.462631,0.462631,0,-0.16626,0.16626,0,0,-1.298267,0.065637,-0.137945
10-14-53 201,0,0,0,0,-0.914581,0.914581,0.057342,0.415039,0.415039,0.047592,-0.258636,0.258636,0.092376,0.118686262,-1.298267,0.065637,-0.137945
10-14-53 220,0,0,0,0,-0.914581,0.914581,0,0.415039,0.415039,0,-0.258636,0.258636,0,0,-1.298267,0.065637,-0.137945
10-14-53 277,0,0,0,0,-0.914581,0.914581,0,0.415039,0.415039,0,-0.258636,0.258636,0,0,-2.459091,1.108851,-0.176773
10-14-53 326,0,0,0,0,-0.914581,0.914581,0,0.415039,0.415039,0,-0.258636,0.258636,0,0,-2.459091,1.108851,-0.176773
10-14-53 375,0,0,0,0,-0.905029,0.905029,0.009552,0.644501,0.644501,0.229462,-0.27774,0.27774,0.019104,0.230453928,-2.459091,1.108851,-0.176773
10-14-53 434,0,0,0,0.2,-0.905029,0.905029,0,0.644501,0.644501,0,-0.27774,0.27774,0,0,-2.459091,1.108851,-0.176773
10-14-53 483,0,0,0,0.44,-0.905029,0.905029,0,0.644501,0.644501,0,-0.27774,0.27774,0,0,-1.924867,0.471257,0.374835
10-14-53 531,0,0,0.12,0.64,-0.905029,0.905029,0,0.644501,0.644501,0,-0.27774,0.27774,0,0,-1.924867,0.471257,0.374835
10-14-53 580,0,0,0.16,0.72,-0.907227,0.907227,0.002198,0.422577,0.422577,0.221924,-0.075806,0.075806,0.201934,0.300054051,-1.924867,0.471257,0.374835
10-14-53 748,0,0,0.12,0.72,-0.907227,0.907227,0,0.422577,0.422577,0,-0.075806,0.075806,0,0,-2.417683,1.820288,-0.064457
10-14-53 753,0,0,0.16,0.72,-0.907227,0.907227,0,0.422577,0.422577,0,-0.075806,0.075806,0,0,-2.417683,1.820288,-0.064457
10-14-53 757,0.04,0,0.16,0.72,-0.907227,0.907227,0,0.422577,0.422577,0,-0.075806,0.075806,0,0,-2.417683,1.820288,-0.064457
10-14-53 795,0.4,0,0.16,0.76,-0.904556,0.904556,0.002671,0.439026,0.439026,0.016449,-0.312729,0.312729,0.236923,0.23750834,-2.417683,1.820288,-0.064457
10-14-53 844,0,0,0.2,0.8,-0.904556,0.904556,0,0.439026,0.439026,0,-0.312729,0.312729,0,0,-2.417683,1.820288,-0.064457
10-14-53 893,0,0,0.2,0.92,-0.904556,0.904556,0,0.439026,0.439026,0,-0.312729,0.312729,0,0,-1.071322,1.480509,-0.408544
10-14-53 941,0,0,0.32,0.96,-0.904556,0.904556,0,0.439026,0.439026,0,-0.312729,0.312729,0,0,-1.071322,1.480509,-0.408544
10-14-54 000,0,0,0.08,0.56,-0.863327,0.863327,0.041229,0.480728,0.480728,0.041702,-0.247482,0.247482,0.065247,0.087727181,-1.071322,1.480509,-0.408544
10-14-54 049,0,0,0,0.12,-0.863327,0.863327,0,0.480728,0.480728,0,-0.247482,0.247482,0,0,-1.071322,1.480509,-0.408544
10-14-54 098,0,0,0,0,-0.863327,0.863327,0,0.480728,0.480728,0,-0.247482,0.247482,0,0,-0.575781,0.986237,-0.35478
10-14-54 146,0,0,0,0,-0.863327,0.863327,0,0.480728,0.480728,0,-0.247482,0.247482,0,0,-0.575781,0.986237,-0.35478
10-14-54 211,0,0,0,0,-0.792068,0.792068,0.071259,0.513931,0.513931,0.033203,-0.182098,0.182098,0.065384,0.102251414,-0.575781,0.986237,-0.35478
10-14-54 254,0,0,0,0,-0.792068,0.792068,0,0.513931,0.513931,0,-0.182098,0.182098,0,0,-0.575781,0.986237,-0.35478
10-14-54 304,0,0,0,0,-0.792068,0.792068,0,0.513931,0.513931,0,-0.182098,0.182098,0,0,-1.09878,0.766011,-0.29137
10-14-54 361,0,0,0,0,-0.792068,0.792068,0,0.513931,0.513931,0,-0.182098,0.182098,0,0,-1.09878,0.766011,-0.29137
10-14-54 410,0,0,0,0,-0.792068,0.792068,0,0.513931,0.513931,0,-0.182098,0.182098,0,0,-1.09878,0.766011,-0.29137
10-14-54 459,0,0,0,0,-0.88768,0.88768,0.095612,0.369812,0.369812,0.144119,-0.245346,0.245346,0.063248,0.18415279,-1.09878,0.766011,-0.29137
10-14-54 508,0,0,0,0,-0.88768,0.88768,0,0.369812,0.369812,0,-0.245346,0.245346,0,0,-0.465312,0.531821,-0.228469
10-14-54 568,0,0,0,0,-0.88768,0.88768,0,0.369812,0.369812,0,-0.245346,0.245346,0,0,-0.465312,0.531821,-0.228469
10-14-54 615,0,0,0,0,-0.88768,0.88768,0,0.369812,0.369812,0,-0.245346,0.245346,0,0,-0.465312,0.531821,-0.228469
10-14-54 664,0,0,0,0,-0.947403,0.947403,0.059723,0.369415,0.369415,0.000397,-0.203125,0.203125,0.042221,0.073141009,-0.465312,0.531821,-0.228469
10-14-54 714,0,0,0,0,-0.947403,0.947403,0,0.369415,0.369415,0,-0.203125,0.203125,0,0,-0.368143,0.353164,-0.033253
10-14-54 771,0,0,0,0,-0.947403,0.947403,0,0.369415,0.369415,0,-0.203125,0.203125,0,0,-0.368143,0.353164,-0.033253
10-14-54 821,0,0,0,0,-0.947403,0.947403,0,0.369415,0.369415,0,-0.203125,0.203125,0,0,-0.368143,0.353164,-0.033253
10-14-54 870,0,0,0,0,-0.928329,0.928329,0.019074,0.339523,0.339523,0.029892,-0.21698,0.21698,0.013855,0.038069806,-0.368143,0.353164,-0.033253
10-14-54 928,0,0,0,0,-0.928329,0.928329,0,0.339523,0.339523,0,-0.21698,0.21698,0,0,-0.132021,0.304474,0.385003
10-14-54 976,0,0,0,0.04,-0.928329,0.928329,0,0.339523,0.339523,0,-0.21698,0.21698,0,0,-0.132021,0.304474,0.385003
10-14-55 025,0,0,0.76,0.2,-0.928329,0.928329,0,0.339523,0.339523,0,-0.21698,0.21698,0,0,-0.132021,0.304474,0.385003
10-14-55 074,0,0,0.08,0.36,-0.902908,0.902908,0.025421,0.523499,0.523499,0.183976,0.178513,0.178513,0.395493,0.436930325,-1.146345,-0.862177,0.302314
10-14-55 133,0,0,0.24,0.68,-0.902908,0.902908,0,0.523499,0.523499,0,0.178513,0.178513,0,0,-1.146345,-0.862177,0.302314
10-14-55 182,0,0,0.32,0.84,-0.902908,0.902908,0,0.523499,0.523499,0,0.178513,0.178513,0,0,-1.146345,-0.862177,0.302314
10-14-55 231,0,0,0.2,0.76,-0.902908,0.902908,0,0.523499,0.523499,0,0.178513,0.178513,0,0,-1.146345,-0.862177,0.302314
10-14-55 289,0,0,0.04,0.44,-0.882019,0.882019,0.020889,0.503525,0.503525,0.019974,-0.047882,0.047882,0.226395,0.228232353,-0.138194,-0.822425,-0.238897
10-14-55 338,0,0.08,0,0.2,-0.882019,0.882019,0,0.503525,0.503525,0,-0.047882,0.047882,0,0,-0.138194,-0.822425,-0.238897
10-14-55 386,0,0.16,0,0.12,-0.882019,0.882019,0,0.503525,0.503525,0,-0.047882,0.047882,0,0,-0.138194,-0.822425,-0.238897
10-14-55 436,0,0.36,0,0,-0.882019,0.882019,0,0.503525,0.503525,0,-0.047882,0.047882,0,0,-0.138194,-0.822425,-0.238897
10-14-55 494,0,0.48,0,0,-0.691635,0.691635,0.190384,0.419586,0.419586,0.083939,0.024765,0.024765,0.072647,0.220384686,0.017349,0.471325,0.052506
10-14-55 543,0,0.44,0,0,-0.691635,0.691635,0,0.419586,0.419586,0,0.024765,0.024765,0,0,0.017349,0.471325,0.052506
10-14-55 592,0,0.48,0,0,-0.691635,0.691635,0,0.419586,0.419586,0,0.024765,0.024765,0,0,0.017349,0.471325,0.052506
10-14-55 651,0,0.6,0,0,-0.691635,0.691635,0,0.419586,0.419586,0,0.024765,0.024765,0,0,0.017349,0.471325,0.052506
10-14-55 700,0,0.16,0,0,-1.26297,1.26297,0.571335,1.128067,1.128067,0.708481,-0.148376,0.148376,0.173141,0.926470083,1.258074,-0.414339,0.425472
10-14-55 749,0,0,0,0,-1.26297,1.26297,0,1.128067,1.128067,0,-0.148376,0.148376,0,0,1.258074,-0.414339,0.425472
10-14-55 797,0,0,0,0,-1.26297,1.26297,0,1.128067,1.128067,0,-0.148376,0.148376,0,0,1.258074,-0.414339,0.425472
10-14-55 855,0,0,0,0,-1.26297,1.26297,0,1.128067,1.128067,0,-0.148376,0.148376,0,0,1.258074,-0.414339,0.425472
10-14-55 905,0,0,0,0,-0.877808,0.877808,0.385162,0.245407,0.245407,0.88266,-0.059235,0.059235,0.089141,0.967152811,0.030062,0.737635,1.362482
10-14-55 953,0,0,0,0,-0.877808,0.877808,0,0.245407,0.245407,0,-0.059235,0.059235,0,0,0.030062,0.737635,1.362482
10-14-56 003,0,0,0,0,-0.877808,0.877808,0,0.245407,0.245407,0,-0.059235,0.059235,0,0,0.030062,0.737635,1.362482
10-14-56 060,0,0,0,0,-0.877808,0.877808,0,0.245407,0.245407,0,-0.059235,0.059235,0,0,0.030062,0.737635,1.362482
10-14-56 109,0,0,0,0,-0.806686,0.806686,0.071122,0.386322,0.386322,0.140915,-0.302856,0.302856,0.243621,0.290287044,0.604953,-0.456457,-0.665625
10-14-56 196,0,0,0,0,-0.806686,0.806686,0,0.386322,0.386322,0,-0.302856,0.302856,0,0,0.604953,-0.456457,-0.665625
10-14-56 202,0,0,0,0,-0.806686,0.806686,0,0.386322,0.386322,0,-0.302856,0.302856,0,0,0.604953,-0.456457,-0.665625
10-14-56 292,0,0,0,0,-0.806686,0.806686,0,0.386322,0.386322,0,-0.302856,0.302856,0,0,0.01179,0.870407,-0.279359
10-14-56 399,0,0,0,0,-0.836578,0.836578,0.029892,0.579544,0.579544,0.193222,-0.208664,0.208664,0.094192,0.217026279,0.01179,0.870407,-0.279359
10-14-56 405,0.2,0,0,0,-0.836578,0.836578,0,0.579544,0.579544,0,-0.208664,0.208664,0,0,0.01179,0.870407,-0.279359
10-14-56 409,0,0,0,0,-0.836578,0.836578,0,0.579544,0.579544,0,-0.208664,0.208664,0,0,0.01179,0.870407,-0.279359
10-14-56 478,0,0,0,0,-0.836578,0.836578,0,0.579544,0.579544,0,-0.208664,0.208664,0,0,-0.484879,0.297815,0.025115
10-14-56 484,0.08,0,0,0,-0.836578,0.836578,0,0.579544,0.579544,0,-0.208664,0.208664,0,0,-0.484879,0.297815,0.025115
10-14-56 591,0,0,0,0,-0.937408,0.937408,0.10083,0.575714,0.575714,0.00383,-0.217255,0.217255,0.008591,0.101267779,-0.484879,0.297815,0.025115
10-14-56 597,0,0,0,0,-0.937408,0.937408,0,0.575714,0.575714,0,-0.217255,0.217255,0,0,-0.484879,0.297815,0.025115
10-14-56 702,0,0,0,0.2,-0.937408,0.937408,0,0.575714,0.575714,0,-0.217255,0.217255,0,0,0.134971,-2.760515,0.443208
10-14-56 726,0,0.04,0.28,0.44,-0.937485,0.937485,7.7E-05,0.522079,0.522079,0.053635,0.137894,0.137894,0.355149,0.359176184,0.134971,-2.760515,0.443208
10-14-56 733,0,0,0.24,0.12,-0.937485,0.937485,0,0.522079,0.522079,0,0.137894,0.137894,0,0,0.134971,-2.760515,0.443208
10-14-56 784,0,0,0.16,0.64,-0.937485,0.937485,0,0.522079,0.522079,0,0.137894,0.137894,0,0,0.134971,-2.760515,0.443208
10-14-56 832,0,0,0,0.32,-0.937485,0.937485,0,0.522079,0.522079,0,0.137894,0.137894,0,0,0.134971,-2.760515,0.443208
10-14-56 881,0,0.04,0,0,-0.937485,0.937485,0,0.522079,0.522079,0,0.137894,0.137894,0,0,1.00145,-0.400995,-0.132873
10-14-56 930,0,0.08,0,0.16,-0.937485,0.937485,0,0.522079,0.522079,0,0.137894,0.137894,0,0,1.00145,-0.400995,-0.132873
10-14-56 988,0,0.08,0,0.16,-0.510437,0.510437,0.427048,0.726837,0.726837,0.204758,0.093613,0.093613,0.044281,0.475664419,1.00145,-0.400995,-0.132873
10-14-57 039,0,0.08,0,0.12,-0.510437,0.510437,0,0.726837,0.726837,0,0.093613,0.093613,0,0,1.00145,-0.400995,-0.132873
10-14-57 087,0,0.08,0,0.24,-0.510437,0.510437,0,0.726837,0.726837,0,0.093613,0.093613,0,0,0.581464,0.046872,0.351997
10-14-57 135,0,0.08,0,0.2,-0.510437,0.510437,0,0.726837,0.726837,0,0.093613,0.093613,0,0,0.581464,0.046872,0.351997
10-14-57 193,0,0.04,0,0.2,-0.687027,0.687027,0.17659,0.469528,0.469528,0.257309,0.481232,0.481232,0.387619,0.497634845,0.581464,0.046872,0.351997
10-14-57 242,0,0,0,0.04,-0.687027,0.687027,0,0.469528,0.469528,0,0.481232,0.481232,0,0,0.581464,0.046872,0.351997
10-14-57 292,0,0,0,0,-0.687027,0.687027,0,0.469528,0.469528,0,0.481232,0.481232,0,0,-0.859571,0.204692,0.164854
10-14-57 340,0,0,0,0,-0.687027,0.687027,0,0.469528,0.469528,0,0.481232,0.481232,0,0,-0.859571,0.204692,0.164854
10-14-57 399,0,0,0,0,-1.144836,1.144836,0.457809,0.655106,0.655106,0.185578,0.18396,0.18396,0.297272,0.576540473,-0.859571,0.204692,0.164854
10-14-57 449,0,0,0,0,-1.144836,1.144836,0,0.655106,0.655106,0,0.18396,0.18396,0,0,-0.859571,0.204692,0.164854
10-14-57 496,0,0,0,0,-1.144836,1.144836,0,0.655106,0.655106,0,0.18396,0.18396,0,0,0.108812,1.276466,-0.034579
10-14-57 544,0,0,0,0,-1.144836,1.144836,0,0.655106,0.655106,0,0.18396,0.18396,0,0,0.108812,1.276466,-0.034579
10-14-57 604,0,0,0,0,-0.888123,0.888123,0.256713,0.545135,0.545135,0.109971,0.050583,0.050583,0.133377,0.309490887,0.108812,1.276466,-0.034579
10-14-57 653,0,0,0,0,-0.888123,0.888123,0,0.545135,0.545135,0,0.050583,0.050583,0,0,0.108812,1.276466,-0.034579
10-14-57 705,0,0,0,0,-0.888123,0.888123,0,0.545135,0.545135,0,0.050583,0.050583,0,0,0.076577,0.937996,-0.092729
10-14-57 760,0,0,0,0,-0.888123,0.888123,0,0.545135,0.545135,0,0.050583,0.050583,0,0,0.076577,0.937996,-0.092729
10-14-57 811,0,0,0,0,-0.793854,0.793854,0.094269,0.641357,0.641357,0.096222,0.063965,0.063965,0.013382,0.135367631,0.076577,0.937996,-0.092729
10-14-57 857,0,0,0,0,-0.793854,0.793854,0,0.641357,0.641357,0,0.063965,0.063965,0,0,0.076577,0.937996,-0.092729
10-14-57 907,0,0,0,0,-0.793854,0.793854,0,0.641357,0.641357,0,0.063965,0.063965,0,0,0.267795,0.369337,-0.024163
10-14-57 965,0,0,0,0,-0.793854,0.793854,0,0.641357,0.641357,0,0.063965,0.063965,0,0,0.267795,0.369337,-0.024163
10-14-58 014,0,0,0,0,-0.739822,0.739822,0.054032,0.632904,0.632904,0.008453,-0.11673,0.11673,0.180695,0.188789812,0.267795,0.369337,-0.024163
10-14-58 063,0,0,0,0,-0.739822,0.739822,0,0.632904,0.632904,0,-0.11673,0.11673,0,0,-1.010904,-0.884304,0.269954
10-14-58 111,0,0,0,0,-0.739822,0.739822,0,0.632904,0.632904,0,-0.11673,0.11673,0,0,-1.010904,-0.884304,0.269954
10-14-58 170,0,0,0.12,0.08,-0.739822,0.739822,0,0.632904,0.632904,0,-0.11673,0.11673,0,0,-1.010904,-0.884304,0.269954
10-14-58 219,0,0,0.16,0.24,-0.909531,0.909531,0.169709,0.517731,0.517731,0.115173,-0.018753,0.018753,0.097977,0.227300368,-1.010904,-0.884304,0.269954
